Label,Count
egl-issues,1
matmul,1
imprecision,1
pip-package,1
repair-wheel,1
manylinux2014,1
auditwheel,1
model-interpretation,1
nn-ops,1
android-issue,1
tf-error,1
matrix-diag-issue,1
overflow-when-running-tf-compat-v1-linalg-diag,1
resource-overflow,1
numeric-overflow,1
tensor-overflow,1
tf-compat-overflow,1
keras-layer-issue,1
tf-overflow-bug,1
code-bug,1
matrix-operations,1
tf-linalg,1
diagonal-matrix,1
cpu-issues,1
memory-optimization,1
cnn-related,1
padding-operation,1
tf-raw-ops,1
tensorflow-bug,1
tf-pad-issue,1
cpu-overflow,1
needs-testing,1
acceptance-issue,1
cudnn-error,1
allocation-failure,1
tf.keras.layers.maxpooling2d,1
gpu-memory-issue,1
memory-allocation-issue,1
tf-experimental,1
out-of-range-value,1
nan-error,1
grpc-error,1
tensor-flow-issues,1
unicode-issue,1
encoding-problem,1
tf2-bug,1
memory-error,1
null-pointer-error,1
memory-issues,1
tensorflow-related,1
typeerror,1
json-serialization,1
issue-type-bug,1
loss-function-issue,1
not-implemented-error,1
graph-execution-error,1
model-configuration-error,1
xla-issues,1
resource-access,1
uninitialized-variable,1
failed-precondition-error,1
mlir-test,1
dll-not-found,1
tensorflow-configuration,1
windows-configuration,1
tensorflow-exception,1
java-version-issue,1
int8-quantization,1
inference-issue,1
invalid-work-group-size,1
tflite-error,1
gpu-delegate-issue,1
mobile-device-issue,1
invalid-work-group-size-error,1
fp16-issue,1
reproduction-requirements,1
gpu-device-assignment,1
device-assignment-error,1
device-not-found-error,1
gpu-not-enabled-error,1
tpu-optimization,1
float-precision-issue,1
machine-learning-bug,1
serialization-issue,1
library-loading-error,1
missing-shared-object,1
cublas-error,1
cudnn,1
gpu-distributed-training,1
normalization-issue,1
division-by-zero,1
model-compilation,1
reduce-sum-issue,1
reproduction-confirmed,1
ml-model-error,1
incompatible-version,1
numpy-comparison,1
train-model-issues,1
invalid-input-error,1
image-processing-issue,1
code-exception,1
reproduce-issue,1
tensorflow-version,1
tf-data-issue,1
dataset-cache-warning,1
code-quality-issue,1
missing-include,1
include-path-issue,1
nnapi,1
cpu,1
accelerator,1
delegate,1
no-class-definition-error,1
android-issues,1
java-issues,1
reproduce-not,1
version-specific,1
gcc,1
tf-lite-converter,1
order-issue,1
tensor-type,1
unsupported-op,1
not-found-error,1
opencl-error,1
unknown-content-length,1
http-request-error,1
general-exception,1
type-description-missing,1
tensorboard-issue,1
resource-exhaustion,1
kernel-bug,1
soft-lockup,1
randomization-issue,1
os-platform-issue,1
python-version-issue,1
functional-bug,1
interpretation-error,1
tflite-support,1
image-segmenter,1
python-bug,1
readonly-directory,1
save-file,1
icon-rendering,1
status-bar-item,1
font-rendering-issue,1
focus-issue,1
accessibility-issue,1
widget-issue,1
editor-switching,1
debug-session,1
help-menu,1
mouse-interaction,1
editor-rendering,1
layout-rendering,1
layout-adjustment,1
design,1
coloring,1
breakpoint,1
dwarf,1
ide-issue,1
ui-visual-bug,1
diff-view-issue,1
keybinding-issue,1
terminal-commands,1
stuck-state,1
issue-with-ui,1
requires-repro-steps,1
sync,1
refresh,1
command,1
view,1
debug-controls,1
ui-visibility,1
keyboard-navigation,1
persistency,1
cell-decorations,1
status,1
diff,1
non-blocking-issue,1
icon,1
color,1
moved-code,1
code-intelligence,1
authentication,1
azure,1
microsoft-accounts,1
github.dev,1
write-operation,1
buffering,1
unbuffered-write,1
popup-issue,1
overlap-issue,1
restart-problem,1
stop-button-issue,1
log-management,1
file-location,1
process-scoped-logging,1
task-status,1
reconnection-issue,1
leak,1
rpc-protocol,1
copy-paste-issue,1
editor-behavior,1
windows,1
copy-paste-problem,1
overlap,1
native-tabs,1
tab-per-project,1
link-behavior,1
selection-issue,1
update-failure,1
server-not-reachable,1
connection-lost,1
ux-issue,1
error-trace,1
layout-problems,1
ssh,1
electron,1
uncaught-exception,1
size,1
preservation,1
resource-waste,1
ui-change,1
test-implications,1
formatting-issue,1
visual-cue,1
visual-organization,1
build-task,1
status-indicator,1
window-reload,1
theme-issue,1
unknown-key-error,1
upload-failure,1
artifact-processing,1
duplicate-blob-error,1
editing,1
pasting,1
reproduction,1
focus,1
layout-issue,1
resize-issue,1
consistency-improvement,1
redundancy-reduction,1
interaction-issue,1
code-lens,1
invalid-default-value,1
search-issue,1
localization-bug,1
input-method,1
port-configuration,1
ssh-forwarding,1
github-integration,1
log-formatting,1
duplicate-results,1
rendering-problem,1
need-investigation,1
input-box,1
help-message,1
confusing-message,1
click-event,1
expand-collapse,1
reset-to-default,1
tunnel-binary,1
functionality,1
input-output-behavior,1
border-radius,1
focus-state,1
design-issue,1
screen-reader-mode,1
ssh-issue,1
vscode-insider,1
ui-refresh,1
typing-behavior,1
virtual-scroll-bar,1
resizable-ui,1
input-field-issue,1
crash-not-reproduced,1
interface-modification,1
notification-system,1
api-finalization,1
indentation,1
text-editor-options,1
window-title,1
path-trimming,1
ui-feature,1
toolbar,1
extension-feature,1
icon-support,1
localization,1
folder-organization,1
nested-folders,1
diff-view,1
expandability,1
commenting,1
style-consistency,1
css-issue,1
text-wrap,1
unknown-properties,1
input-preservation,1
user-setting,1
diff-editors,1
cli-support,1
unix-domain-socket,1
tcp-address,1
alternative-transport,1
whitespace-management,1
editor-settings,1
theme-management,1
profile-switching,1
extension-management,1
diff-logic,1
priority-setting,1
contrast-ratio,1
visual-impairment,1
editor-organization,1
enum-option,1
style-modification,1
custom-setting,1
focus-management,1
search-results,1
tunnel-forwarding,1
port-visibility,1
visibility-toggle,1
menu-behavior,1
collapsible-content,1
cursor-rendering,1
webgl-integration,1
terminal-configuration,1
keybindings,1
command-optimization,1
shell-integration,1
prompt-customization,1
split-view,1
editor-tab,1
command-issue,1
settings-editor,1
event-activation,1
tunnel-activation,1
extension-activation,1
ui-interaction,1
event-driven-programming,1
vscode-integration,1
quick-fixes,1
copilot-integration,1
disable-autosave,1
preview-mode,1
editor-improvement,1
code-navigation,1
user-agent,1
json-schema,1
aria-label,1
ide-settings,1
editing-issue,1
multiple-occurrences,1
dismiss-button,1
api-support,1
browser-feature,1
local-file-access,1
installation-options,1
progress-indicator,1
fallback-mechanism,1
references,1
limits-management,1
performance-enhancement,1
pre-release,1
release-version,1
toggle-feature,1
code-polishing,1
issue-tracking,1
code-management,1
productivity-feature,1
snippet-formatting,1
update-notification,1
sorting-option,1
css-grammar,1
grammar-update,1
color-formatting,1
length-units,1
math-functions,1
authentication-workflow,1
ui-extension,1
search-ui,1
extension-api,1
resource-loading,1
localization-issue,1
usability,1
product-defect,1
configurability,1
discoverability,1
notebook-editor,1
code-variation,1
suggest-alternative-implementation,1
configuration-support,1
review-issues,1
voice-over,1
ux-feedback,1
ui-design,1
product-improvement,1
user-notification,1
syntax-support,1
filetype-specific,1
editor-feature,1
extension-support,1
search-editor,1
infrastructure-upgrade,1
removal-request,1
version-identification,1
resource-lock,1
save-error,1
code-execution,1
runtime-issues,1
inlay-hints,1
workspace-version,1
ide-features,1
error-404,1
url-mapping,1
development-server,1
input-issue,1
ssh-connection,1
remote-vm,1
terminal-profile,1
settings-json,1
shell-issues,1
database-issue,1
markdown-formatting,1
text-formatting,1
breakpoints,1
software-crash,1
ide-related,1
unused-variable,1
cursor-control,1
svg,1
path,1
decryption-issue,1
cli-issues,1
documentation-issues,1
help-not-displayed,1
runtime-optimization,1
checking-error,1
incorrect-results,1
zsh,1
mac,1
missing-steps-to-reproduce,1
incomplete-report,1
math-logic-error,1
vscode-issues,1
markdown-rendering,1
editor-comparison,1
binary-conversion,1
integer-conversion,1
output-validation,1
json-format-error,1
editor-issues,1
multi-cursor,1
java-compilation-error,1
editor-interaction,1
completion-provider,1
include-path-error,1
preferences,1
keyboard-shortcut-issue,1
debugging-required,1
power-function-bug,1
help,1
menu-action,1
view-container,1
async-listening,1
ide-integration-issue,1
debugging-support-request,1
output-formatting,1
cross-browser-compatibility,1
network-requests,1
http-options-requests,1
local-host-error,1
port-occupation,1
socket-error,1
process-exit,1
emulator-problem,1
development-environment,1
unrecognized-option,1
fatal-exception,1
locale-issue,1
setup-issue,1
snippet-issue,1
tab-key,1
execution-issue,1
ide-agnostic,1
optional-feature,1
visual-glitch,1
development-support,1
code-completion,1
language-issues,1
websocket,1
editor-association,1
markdown-support,1
software-installation,1
unc-host-access-denied,1
typescript-error,1
vscode-error,1
report-generator-error,1
missing-issue-description,1
text-size,1
font-size,1
command-execution-error,1
terminal-error,1
programming-tool-error,1
permission-issue,1
command-not-working,1
environment-problem,1
js-intellisense,1
intellisense-behavior,1
array-variables,1
intellisense-issue,1
workflow-optimization,1
problem-report,1
help-request,1
global-hotkey,1
hotkey-issue,1
missing-behavior,1
function-call,1
ide,1
localhost-error,1
file-saving-error,1
screenshot-provided,1
debugging-issues,1
performance-issues,1
missing-content,1
token-protocol,1
blockchain-modification,1
transaction-validation,1
block-header-modification,1
network-protocol-change,1
string-validation,1
length-check,1
bech32,1
tx-fee,1
blockchain-optimization,1
grammar-correction,1
language-improvement,1
code-analysis,1
semantic-analysis,1
power-management,1
system-performance,1
importing-wallets,1
remote-access,1
file-system-access,1
removal-proposal,1
log-optimization,1
timestamp-precision,1
ci-notification,1
alert-system,1
notification-preference,1
opt-out,1
low-maintenance,1
github-actions,1
irc-notification,1
bot-notification,1
sighash-flags,1
psbt-signing,1
safety-feature,1
protection,1
segwit,1
script-inference,1
decodescript,1
information-exposure,1
rpc-endpoint,1
monitoring,1
installation-guide,1
pathing-guide,1
relay-fee,1
configuration-change,1
no-restart-required,1
usability-improvement,1
parameter-addition,1
unlocked,1
progress-indication,1
quality-of-life,1
permission-management,1
security-configuration,1
access-control,1
rpc-api-issue,1
wallet-transaction-issue,1
watch-wallet,1
air-gap,1
ci-integration,1
consistency-checks,1
debug-mode,1
runtime-options,1
minor-bug,1
ci-testing,1
minimum-supported-versions,1
upgrade-requirement,1
legacy-systems,1
api-removal,1
consensus-protocol,1
decentralization,1
double-spend-protection,1
cross-language,1
differential-fuzzing,1
prototype,1
architecture-change,1
testing-instructions,1
utxo-management,1
ci-optimization,1
run-order-directive,1
prioritization,1
test-execution,1
argument-optimization,1
cli-improvement,1
functional-request,1
wallet-rescan,1
compact-block-filters,1
benchmark,1
hardware-testing,1
large-scale-testing,1
gui-build,1
data-structure,1
contributor-guidance,1
fee-bumping,1
external-inputs,1
transaction-optimization,1
syscall-sandboxing,1
automation,1
configuration-management,1
python-cpp-integration,1
invocation,1
possible-approaches,1
programming-technique,1
verbosity,1
transaction-analysis,1
balance-management,1
alternative-proposal,1
test-optimization,1
mutation-testing,1
failure-mode,1
edge-case,1
cli-update,1
address-reuse-management,1
wallet-security,1
address-format,1
nonstandard-transaction,1
readability-improvement,1
logging-improvement,1
request-for-alternative-solution,1
style-guide,1
enum-replacement,1
warning-message,1
lock-management,1
assertion,1
disk-optimization,1
logging-attack-mitigation,1
vulnerability-bug-class,1
contrib,1
systemd-usage,1
service-dependencies,1
systemd-configuration,1
consensus-algorithm,1
refactor,1
module-organization,1
code-restructuring,1
move-only,1
descriptors,1
output-descriptors,1
ranges-support,1
bip44,1
bip49,1
bip84,1
multisig,1
collaboration-tool-request,1
editorconfig,1
coding-standards,1
log-configuration,1
option-request,1
transaction-management,1
improvement-proposal,1
security-improvement,1
distributed-signing,1
threshold-signing,1
multi-factor-authentication,1
error-improvement,1
network-configuration,1
script-decoding-issue,1
installation,1
setup,1
guidelines,1
bottleneck-identification,1
gui-request,1
cold-storage,1
psbt-support,1
command-addition,1
user-request,1
porting-guide,1
gui-feedback,1
fee-calculation,1
user-input,1
confirmation,1
release-planning,1
hardcoding,1
torv3,1
dns-seeders,1
privacy-improvement,1
denial-of-service-protection,1
alternative-implementation,1
research-proposal,1
dns-seeding,1
restore,1
argument-separation,1
user-input-validation,1
path-validation,1
branding,1
on-branding,1
parameter-change,1
consensus,1
review-guidelines,1
beginner-friendly,1
label-proposal,1
user-requests,1
information-request,1
scalability-limitation,1
not-a-feature-request,1
pipe-support,1
argument-list-too-long,1
workaround,1
cursor-management,1
ecosystem-improvement,1
new-developer-experience,1
ide-support,1
shared-libraries,1
sanitizing,1
bug-catching,1
infrastructure-improvement,1
testnet-reset,1
community-proposal,1
hw-wallet-compatibility,1
address-management,1
randomness-issues,1
ordering-requirements,1
boundary-limit,1
uxto,1
dust,1
comparison-operator,1
malware-detection,1
binary-execution,1
malware-prevention,1
software-execution,1
incident-report,1
test-environment,1
unspent-inputs,1
regtest-mode,1
lost-data,1
arm64-architecture,1
log-output-provided,1
package-not-found,1
configure-failure,1
missing-auxiliary-files,1
os-specific-issue,1
non-standard-transactions,1
mempool-management,1
command-not-found,1
wallet-privkey-export,1
invalid-operation,1
error-code,1
method-not-found,1
api-error,1
transaction-limit,1
code-changes,1
ibd-process,1
data-access,1
path-configuration,1
directory-structure,1
directory-not-found,1
sanitizer-issue,1
payment-issue,1
balance-discrepancy,1
hidden-fee,1
transaction-issue,1
node-deployment,1
blockchain-download,1
interpretation,1
scriptsig,1
visibility,1
accounting,1
unknown-issue,1
verification-issue,1
gpg-verification,1
key-trust,1
file-system-issue,1
flushing-issue,1
external-drive-issue,1
macos-ventura-issue,1
test-network,1
flag-configuration,1
reproducibility,1
syncing-issue,1
feature-request-not-applicable,1
vulnerability-report,1
sqlite,1
version-vulnerability,1
cve,1
estimation-issue,1
feerate-optimization,1
testnet-issue,1
sync-problem,1
network-connection-issue,1
third-party-tool-support,1
resource-limitation,1
alternative-solution,1
directory-configuration,1
path-issue,1
configure-issue,1
createwallet-issue,1
sqlite-support,1
logic-check,1
functionality-improvement,1
reproducible-test-failure,1
makefile-error,1
software-compilation,1
math-overflow,1
memory-limitation,1
low-resource-environment,1
scalability-concern,1
linux-distribution,1
sanitizers,1
data-consistency,1
command-not-supported,1
subversion-error,1
missing-header-file,1
authentication-error,1
incorrect-passphrase,1
missing-header,1
header-not-found,1
file-management,1
data-optimization,1
cli-command-issue,1
transaction-signing,1
internal-server-error,1
rate-limit,1
clarification-request,1
debugging-assistance,1
checkpoint-optimization,1
startup-error,1
systemd-error,1
psbt-behavior,1
not-enough-information,1
type: question,1
type: support-request,1
json-parsing,1
wallet-issues,1
change-address-generation,1
descriptor-wallets,1
key-pool-refill,1
transaction-errors,1
command-usage,1
ccls,1
vim,1
autogen.sh,1
configure,1
configure-options,1
compilation-warnings,1
design-consideration,1
failure-to-pass-test,1
status-report,1
protocol-documentation,1
information-accuracy,1
missing-symbol,1
macos-compile-issue,1
recovery,1
error-recovery,1
installation-guidance,1
rpc-call-improvement,1
equality,1
network,1
connection,1
node,1
http-error,1
size-limit-exceeded,1
rpc-commands,1
node-setup,1
node-functionality,1
third-party-reliance,1
transaction-creation,1
dos-attack-prevention,1
parameter-setting,1
parameter-override,1
debugging-guide,1
environment-comparison,1
calculation-error,1
howto,1
seed,1
onion-address,1
dnsseed,1
missing-method,1
api-bug,1
monolithic-architecture,1
software-design,1
microservices-architecture,1
separation-of-concerns,1
transaction-broadcasting,1
network-connection,1
debug-log-analysis,1
data-updating,1
console-issue,1
password-issue,1
special-characters,1
command-line-error,1
api-deprecation,1
package-size-limit,1
cpp,1
fuzz-test,1
timeout-mitigation,1
connection-problem,1
pruning-issue,1
wallet-loading,1
rpc-command-failure,1
debugging-needed,1
client-server-communication,1
script-size-limitation,1
fallback-behavior,1
security-vulnerability,1
data-security,1
wallet-behavior,1
change-addresses,1
format-truncation,1
import,1
private-key,1
address-generation,1
database-error,1
p2p,1
skip-test,1
script-failure,1
operating-system-specific-issue,1
tool-related-issue,1
service-issue,1
daemon-issue,1
systemd-issue,1
process-management-issue,1
invalid-opcode,1
process-abort,1
api-refactoring,1
php-version,1
dos-attack,1
concurrent-requests,1
network-attack,1
denial-of-service,1
fatal-error,1
shutdown-issue,1
interface-rest,1
behavioral-change,1
unexpected-output,1
signing-error,1
network-communication,1
feature-index,1
mutex-annotation,1
lock-annotation,1
out-of-bounds-error,1
code-crash,1
memory-access-issue,1
ci-issue,1
merge-conflict,1
infrastructure-problem,1
ci-error,1
commit-failure,1
ci-pipeline-error,1
external-signer,1
hw-wallet,1
signature-grinding,1
fee-underpayment,1
deserialization-error,1
missing-initializer,1
fixme,1
fuzzing-error,1
code-assertion,1
deadlock,1
synchronization-issue,1
network-security,1
peer-validation,1
block-validation,1
indexing-issue,1
stack-overflow,1
sanitizer-error,1
corrupted-executable,1
code-change-request,1
suppression-request,1
validation-error,1
buffer-overflow,1
gui,1
confusion,1
filtering,1
block,1
listsinceblock,1
failure,1
qa,1
test-logging,1
memory-access,1
critical-issue,1
smart-contracts,1
timestamp-conversion,1
nlocktime-bug,1
insufficient-funds,1
interrupted-operation,1
tor,1
json-response-error,1
request-truncation,1
unresponsiveness,1
msvc,1
toolchain,1
validation-issue,1
notification-optimization,1
benchmark-issue,1
linker-warning,1
encoding-error,1
unicode-error,1
compiler-feature,1
language-feature,1
language-optimization,1
unstable-behavior,1
memory-safety,1
c++-error,1
template-metaprogramming-error,1
reindex-issue,1
descriptor-issues,1
checksum-computation,1
hardened-paths,1
canonicalization,1
libc++,1
fuzz-testing,1
hang,1
reindex,1
onnx-model-loading-error,1
opencv-dnn-module-error,1
machine-learning-model-loading-issue,1
regression-issue,1
realloc-failure,1
type-cast-error,1
test-added,1
sigill,1
test-skipping,1
revert-pr,1
contributing-guidelines,1
compatibility-check,1
rounding,1
math,1
floating-point,1
resolved,1
issue-resolution,1
dependencies-problem,1
npp,1
gpu-comparison,1
backport-request,1
acceleration-issue,1
architecture-specific-issue,1
web-camera,1
video-plugin,1
fixes-previous-bugs,1
alignment-issue,1
windows-32-bit,1
code-compatibility,1
numpy-deprecation,1
python-compatibility,1
solved-bug,1
layer-parser,1
memory-access-fix,1
porting-issue,1
contributor-checklist,1
formatting-error,1
cpu-gpu-interaction,1
layer-optimization,1
issue-with-opencv-function,1
invalid-assertion-error,1
incompatible-data-types,1
array-data-type-mismatch,1
image-processing-error,1
debugging-help-wanted,1
arm-support,1
gpu-mat-error,1
type-conversion-failure,1
bug-fix-request,1
code-review-ready,1
read-write-flag,1
typing-stubs-generation,1
cuda-modules,1
inference-accuracy-issue,1
caffe,1
faster-rcnn,1
vgg16,1
open-source-project-issue,1
fix,1
redirect-stdout,1
stdio-redirection,1
overload-check,1
latest-version-checked,1
no-duplicate-issue,1
reproducer-code-available,1
regression-test-failure,1
python-type-stubs,1
version-difference,1
documentation-missing,1
type-hinting-missing,1
feature-breakage,1
aruco-detection,1
api-changes,1
dnn-layer,1
opengl-error,1
parse-error,1
memory-shapes,1
sigmoid-layer,1
pr,1
portability-issue,1
kernel-outputs,1
opaque-kind,1
kernel-outputs-fix,1
ir-layout-information,1
conditional-definition,1
numpy-alias,1
numpy-version,1
typing-issue,1
enum,1
type-alias-issue,1
static-type-checker,1
python-annotation,1
module-design-issue,1
type-stubs,1
missing-module-re-exports,1
static-type-checker-issue,1
math-precision-issue,1
function-behavior,1
expected-vs-actual-output,1
library-implementation-difference,1
backend-hotfix,1
invalid-read,1
out-of-range-error,1
qr-code,1
emscripten,1
outdated-version,1
missing-reproducer,1
js-implementation,1
java-generation,1
wrapper-generation,1
missing-methods,1
cudamat,1
float16,1
gpu-mat,1
interopability-issue,1
build-fix,1
avx-optimization,1
c++-compatibility,1
assertion-check,1
model-validation,1
font-color,1
variable-usage,1
input-array,1
readonly-issue,1
risc-v,1
rvv,1
math-incorrectness,1
algorithm-issue,1
performance-testing,1
library-problem,1
selector-issue,1
linker-flags,1
script-error,1
test-data-generation-error,1
dnn-support,1
cuda-related,1
opencv-related,1
version-configuration,1
resolution-issue,1
operating-system-agnostic,1
reliability-issue,1
float-precision,1
opencv-python,1
preprocessor-directive,1
target-platform,1
doc-issue,1
include-file-not-found,1
build-tool-issue,1
reproduction-demonstrated,1
issue-submitted,1
unresolved-external-symbol,1
function-not-implemented,1
parameter-optimization,1
function-optimization,1
graphic-rotation,1
citation,1
reference-request,1
ordering-issue,1
gcc-error,1
static-library,1
reshape,1
roi-issue,1
cannot-load-model,1
teachable-machine,1
loading-issue,1
parameter-behavior,1
functionality-mismatch,1
edge-detection,1
image-analysis,1
chroma-keying,1
image-filtering,1
morphological-operations,1
cuda-compatibility,1
missing-symbols,1
documentation-fix,1
parameter-clarification,1
qt,1
xcb,1
rtsp,1
linking-error,1
openmp,1
dependency-incompatibility,1
dependency-removal,1
save-issue,1
build-option,1
library-build,1
videocapture-issue,1
android-error,1
fatal-signal,1
protobuf-compatibility,1
programming-language-agnostic-error,1
remapping-issue,1
cv2-remap-function,1
image-mapping-error,1
library-incompatibility,1
linux-platform,1
library-linking,1
dynamic-linking,1
unet,1
opencv-4.6.0,1
c++-issue,1
model-loading,1
bad-argument-error,1
file-not-found,1
missing-file,1
xml-parser,1
performance-degradation,1
gpu-usage,1
mobile-devices,1
cpu-performance,1
image-merge,1
pixelation,1
matlab-equivalent,1
exception-error,1
compilation-problems,1
freebsd,1
library-loading,1
dynamic-link-library,1
macos-compatibility,1
library-loading-issue,1
third-party-dependency-issue,1
library-request,1
opencv-dnn,1
automatic-image-size-detection,1
image-display,1
transparency-support,1
matplotlib,1
conversion,1
format-change,1
programming-help,1
image,1
orientation-correction,1
default-behavior,1
function-entry,1
matrix-plus-method,1
programming-tool,1
syntax-error,1
opencl-acceleration,1
frame-axes,1
image-comparison,1
different-results,1
image-loading,1
open-cv-error,1
save-load-model-issue,1
mex-compiler,1
gpu-cpu-comparison,1
prediction-accuracy,1
machine-learning-model,1
architecture-issue,1
macos-issue,1
development-environment-issue,1
package-issue,1
include-directory-not-found,1
readnetfromtensorflow-error,1
tensorflow-model-loading-error,1
algorithm-explanation,1
software-development,1
cuda-issue,1
video-reading,1
nvidia-cuda,1
video-decoding,1
link-to-relevant-documentation,1
undefined-reference-error,1
data-format-issues,1
software-issue,1
gapi-error,1
template-instantiation-error,1
type-not-found-error,1
inference-engine,1
android-ndk,1
toolchain-issue,1
inference-difference,1
python-vs-cpp,1
dnn-backend,1
cpu-target,1
deprecation-notice,1
pr-ready,1
cache-configuration,1
color-format,1
format-conversion,1
rgb-bgr,1
color-space,1
execution-provider,1
onnxrt,1
directml,1
gsoc-support,1
draft,1
review-request,1
error-message-improvement,1
pull-request-readiness,1
device-management,1
enumeration,1
single-image-support,1
sample-code,1
api-compatibility,1
constructor-behavior,1
parameter-issues,1
java-support,1
ant-removal,1
feature-implementation,1
sample-app,1
image-format,1
license,1
checklist,1
data-type-expansion,1
model-import,1
model-inference,1
accuracy-comparison,1
model-sample,1
expand-support,1
real-time-computing,1
autonomous-systems,1
std-library-extension,1
c++-development,1
new-contributor,1
speed-up-request,1
inconsistent-shape,1
shape-mismatch,1
3rdparty-integration,1
library-dependency,1
schema-generation,1
pre-generated-data,1
videoio,1
rgb-d-camera,1
backport,1
named-arguments,1
code-generation,1
contributions,1
cann-support-error,1
hardware-support-error,1
print-control,1
importer,1
models,1
build-instructions,1
future-feature,1
python-feature-request,1
opencv-feature-request,1
redundancy,1
compatibility-issues,1
third-party-library-support,1
new-device-support,1
add-support,1
test-result,1
logger-optimization,1
encoding-support,1
video-compression,1
depth-image-compression,1
16bit-support,1
timeout-configuration,1
gst-gstreamer,1
read-timeout,1
timeout-settings,1
algorithm-implementation,1
new-api-request,1
batch-processing,1
broadcast-support,1
simd-optimization,1
multi-threading,1
dnn-issue,1
module-support,1
layer-creation-error,1
code-convenience,1
library-enhancement,1
image-stitching,1
debug-message,1
constant-input,1
stability-improvement,1
binding-addition,1
rgb-to-nv12,1
rgb-to-nv21,1
video-codec-support,1
h264,1
h265,1
expose-api,1
library-exposure,1
video-input,1
format-support,1
endianess,1
intrinsic-implementation,1
riscv,1
vectorization,1
rtsp-streaming,1
driver-improvement,1
capture-support,1
mult-planar-support,1
regression-test,1
macos-support,1
driver-support,1
calibration-tool,1
zoom-factor,1
wayland-support,1
gui-optimization,1
tool-optimization,1
dataset-collection,1
offline-tuning,1
gstreamer,1
metadata-parsing,1
dnn-module,1
issue-submission-checklist,1
reimplementation,1
new-functionality,1
open-source-contributions,1
dependency-upgrade,1
implementation,1
contributor-guide,1
cpu-backend,1
reshape-functionality,1
hardware-compatibility,1
driver-issue,1
rework,1
resolves-issue,1
denormal-numbers,1
floating-point-arithmetic,1
scope-optimization,1
broadcasting,1
infrastructure-optimization,1
remote-inference,1
blob-format,1
